gs,woodiness,woodiness.count
Pterolepis glomerata,W,0;0;1
Pteronia divaricata,W,0;0;1
Pteropepon parodii,H,1;0;0
Pteropsis nummularia,H,1;0;0
Pterospermum acerifolium,W,0;0;9
Pterospermum celebicum,W,0;0;2
Pterospermum diversifolium,W,0;0;3
Pterospermum grewiifolium,W,0;0;1
Pterospermum heterophyllum,W,0;0;7
Pterospermum javanicum,W,0;0;2
Pterospermum lanceifolium,W,0;0;3
Pterospermum menglunense,W,0;0;2
Pterospermum niveum,W,0;0;1
Pterospermum semisagittatum,W,0;0;1
Pterospermum stapfianum,W,0;0;1
Pterostemon rotundifolius,W,0;0;1
Pterostylis acuminata,H,1;0;0
Pterostylis banksii,H,2;0;0
Pterostylis curta,H,2;0;0
Pterostylis daintreana,H,1;0;0
Pterostylis graminea,H,2;0;0
Pterostylis grandiflora,H,1;0;0
Pterostylis longifolia,H,2;0;0
Pterostylis nutans,H,4;0;0
Pterostylis obtusa,H,3;0;0
Pterostylis pedunculata,H,4;0;0
Pterostylis picta,H,1;0;0
Pterostylis venosa,H,3;0;0
Pterostyrax corymbosum,W,0;0;1
Pterostyrax corymbosus,W,0;0;1
Pterostyrax hispidus,W,0;0;7
Pterostyrax leveillei,W,0;0;1
Pterostyrax psilophyllus,W,0;0;1
Pterygodium catholicum,H,1;0;0
Pterygopappus lawrencii,H,1;0;0
Pterygota alata,W,0;0;3
Pterygota amazonica,W,0;0;2
Pterygota bequaertii,W,0;0;5
Pterygota horsfieldii,W,0;0;2
Pterygota macrocarpa,W,0;0;4
Ptilagrostis dichotoma,H,3;0;0
Ptilanthelium deustum,H,3;0;0
Ptilochaeta bahiensis,W,0;0;1
Ptilochaeta nudipes,W,0;0;1
Ptilostemon afer,H,1;0;0
Ptilothrix deusta,H,1;0;0
Ptilotus atriplicifolius,W,0;0;4
Ptilotus exaltatus,H,2;0;1
Ptilotus gaudichaudii,H,4;0;0
Ptilotus helipteroides,H,1;0;0
Ptilotus leucocomus,H,2;0;0
Ptilotus macrocephalus,H,1;0;0
Ptilotus manglesii,H,1;0;0
Ptilotus obovatus,W,0;0;11
Ptilotus polystachyus,H,3;0;0
Ptisana attenuata,H,1;0;0
Ptisana costulisora,H,1;0;0
Ptisana fraxinea,H,2;0;0
Ptisana grandifolia,H,1;0;0
Ptisana howeana,H,1;0;0
Ptisana melanesica,H,1;0;0
Ptisana novoguineensis,H,1;0;0
Ptisana obesa,H,1;0;0
Ptisana oreades,H,1;0;0
Ptisana pellucida,H,1;0;0
Ptisana platybasis,H,1;0;0
Ptisana purpurascens,H,1;0;0
Ptisana rigida,H,1;0;0
Ptisana salicina,H,1;0;0
Ptisana sambucina,H,1;0;0
Ptisana smithii,H,1;0;0
Ptisana squamosa,H,1;0;0
Ptisana sylvatica,H,1;0;0
Ptisana ternatea,H,1;0;0
Ptychococcus paradoxus,W,0;0;1
Ptychopetalum olacoides,W,0;0;3
Ptychopetalum petiolatum,W,0;0;3
Ptychopyxis caput-medusae,W,0;0;3
Ptychopyxis costata,W,0;0;2
Ptychopyxis grandis,W,0;0;1
Ptychopyxis kingii,W,0;0;1
Ptychoraphis singaporensis,W,0;0;3
Ptychosperma burretianum,W,0;0;1
Ptychosperma elegans,W,0;0;1
Ptychosperma lineare,W,0;0;1
Ptychosperma macarthurii,W,0;0;2
Ptychosperma mooreanum,W,0;0;3
Puccinellia bulbosa,H,1;0;0
Puccinellia distans,H,15;0;0
Puccinellia fasciculata,H,2;0;0
Puccinellia hauptiana,H,1;0;0
Puccinellia kengiana,H,1;0;0
Puccinellia lemmonii,H,1;0;0
Puccinellia macquariensis,H,2;0;0
Puccinellia maritima,H,3;0;0
Puccinellia nuttalliana,H,1;0;0
Puccinellia pallida,H,1;0;0
Puccinellia perlaxa,H,1;0;0
Puccinellia pumila,H,1;0;0
Puccinellia raroflorens,H,1;0;0
Puccinellia rupestris,H,1;0;0
Puccinellia stricta,H,2;0;0
Puccinellia walkeri,H,1;0;0
Puelia ciliata,H,1;0;0
Puelia olyriformis,H,1;0;0
Pueraria lobata,W,0;0;2
Pueraria montana,variable,0;1;0
Pugionium cornutum,H,1;0;0
Pulicaria canariensis,H,1;0;0
Pulicaria dysenterica,H,1;0;0
Pulicaria undulata,H,1;0;0
Pullea glabra,W,0;0;1
Pullea perryana,W,0;0;1
Pullea stutzeri,W,0;0;2
Pullea versteeghii,W,0;0;1
Pulmonaria angustifolia,H,1;0;0
Pulmonaria officinalis,H,4;0;0
Pulsatilla chinensis,H,10;0;0
Pulsatilla sulphurea,H,1;0;0
Pulsatilla tenuiloba,H,1;0;0
Pulsatilla vulgaris,H,1;0;0
Pultenaea daphnoides,W,0;0;9
Pultenaea densifolia,W,0;0;1
Pultenaea elliptica,W,0;0;12
Pultenaea flexilis,W,0;0;8
Pultenaea foliolosa,W,0;0;1
Pultenaea juniperina,W,0;0;1
Pultenaea largiflorens,W,0;0;1
Pultenaea linophylla,W,0;0;4
Pultenaea muelleri,W,0;0;1
Pultenaea myrtoides,W,0;0;2
Pultenaea obcordata,W,0;0;1
Pultenaea rosmarinifolia,W,0;0;2
Pultenaea stipularis,W,0;0;2
Pultenaea tenuifolia,W,0;0;1
Pultenaea weindorferi,W,0;0;1
Punica granatum,W,0;0;10
Punica protopunica,W,0;0;2
Pupalia lappacea,H,1;0;0
Purdiaea belizensis,W,0;0;1
Purdiaea nutans,W,0;0;4
Purpureostemon ciliatus,W,0;0;1
Purshia mexicana,W,0;0;1
Purshia stansburyana,W,0;0;1
Purshia subcoriacea,W,0;0;1
Purshia tridentata,W,0;0;10
Puschkinia scilloides,H,1;0;0
Putoria brevifolia,W,0;0;1
Putoria calabrica,W,0;0;1
Putranjiva matsumurae,W,0;0;1
Putranjiva roxburghii,W,0;0;5
Putranjiva zeylanica,W,0;0;1
Putterlickia pyracantha,W,0;0;1
Putterlickia verrucosa,W,0;0;1
Puya alpestris,H,2;0;0
Puya berteroana,H,1;0;0
Puya boliviensis,H,1;0;0
Puya chilensis,H,1;0;0
Puya coerulea,H,4;0;0
Puya densiflora,H,1;0;0
Puya dyckioides,H,1;0;0
Puya gilmartiniae,H,1;0;0
Puya laxa,H,1;0;0
Puya mirabilis,H,1;0;0
Puya pumila,H,1;0;0
Puya raimondii,H,1;0;0
Puya venusta,H,1;0;0
Pycnandra benthamii,W,0;0;1
Pycnandra comptonii,W,0;0;1
Pycnanthemum albescens,H,1;0;0
Pycnanthemum flexuosum,H,2;0;0
Pycnanthemum incanum,H,1;0;0
Pycnanthemum montanum,H,1;0;0
Pycnanthemum muticum,H,1;0;0
Pycnanthemum pycnanthemoides,H,1;0;0
Pycnanthemum tenuifolium,H,1;0;0
Pycnanthemum verticillatum,H,1;0;0
Pycnanthemum virginianum,H,2;0;0
Pycnanthus angolensis,W,0;0;27
Pycnanthus marchalianus,W,0;0;1
Pycnarrhena longifolia,variable,0;1;0
Pycnarrhena lucida,variable,0;1;0
Pycnarrhena novoguineensis,variable,0;1;0
Pycnocoma cornuta,W,0;0;1
Pycnocoma macrophylla,W,0;0;1
Pycnosorus chrysanthes,H,1;0;0
Pycnosorus chrysanthus,H,1;0;0
Pycnosorus globosus,H,1;0;0
Pycnostachys ciliata,H,1;0;0
Pycnostachys urticifolia,W,0;0;1
Pycnostelma lateriflorum,H,2;0;0
Pycnostelma paniculatum,H,1;0;0
Pycreus acuticarinatus,H,1;0;0
Pycreus bipartitus,H,1;0;0
Pycreus capillifolius,H,1;0;0
Pycreus elegantulus,H,1;0;0
Pycreus flavescens,H,3;0;0
Pycreus flavidus,H,1;0;0
Pycreus hildebrandtii,H,1;0;0
Pycreus lanceolatus,H,1;0;0
Pycreus longistolon,H,1;0;0
Pycreus macrostachyos,H,3;0;0
Pycreus melas,H,1;0;0
Pycreus mundtii,H,1;0;0
Pycreus nigricans,H,1;0;0
Pycreus nitidus,H,1;0;0
Pycreus nuerensis,H,1;0;0
Pycreus oakfortensis,H,1;0;0
Pycreus okavangensis,H,1;0;0
Pycreus pelophilus,H,1;0;0
Pycreus polystachyos,H,8;0;0
Pycreus pumilus,H,2;0;0
Pycreus puncticulatus,H,1;0;0
Pycreus sanguinolentus,H,2;0;0
Pycreus stramineus,H,1;0;0
Pycreus unioloides,H,1;0;0
Pygeum africanum,W,0;0;2
Pygeum latifolium,W,0;0;1
Pygeum topengii,W,0;0;1
Pygmaeothamnus zeyheri,W,0;0;1
Pyracantha angustifolia,W,0;0;1
Pyracantha crenulata,W,0;0;1
Pyracantha fortuneana,W,0;0;6
Pyrenacantha grandifolia,W,0;0;1
Pyrenacantha kirkii,W,0;0;1
Pyrenacantha klaineana,W,0;0;1
Pyrenacantha lebrunii,W,0;0;1
Pyrenacantha malvifolia,variable,0;1;0
Pyrenacantha scandens,W,0;0;1
Pyrenacantha sylvestris,W,0;0;1
Pyrenacantha vogeliana,W,0;0;1
Pyrenacantha volubilis,W,0;0;1
Pyrenaria acuminata,W,0;0;1
Pyrenaria championii,W,0;0;1
Pyrenaria jonquieriana,W,0;0;1
Pyrenaria kunstleri,W,0;0;1
Pyrenaria menglaensis,W,0;0;1
Pyrenaria microcarpa,W,0;0;1
Pyrenaria multisepala,W,0;0;5
Pyrenaria serrata,W,0;0;1
Pyrenaria shinkoensis,W,0;0;1
Pyrethrum djilgense,H,2;0;0
Pyrola elliptica,H,3;0;0
Pyrola picta,H,1;0;0
Pyrola rotundifolia,H,8;0;3
Pyrola secunda,H,3;0;0
Pyrorchis nigricans,H,1;0;0
Pyrostegia cinerea,W,0;0;1
Pyrostegia dichotoma,W,0;0;1
Pyrostegia venusta,W,0;0;2
Pyrostria affinis,W,0;0;1
Pyrostria bibracteata,W,0;0;2
Pyrostria madagascariensis,W,0;0;1
Pyrostria phyllanthoidea,W,0;0;1
Pyrrhanthera exigua,H,1;0;0
Pyrrhopappus grandiflorus,H,1;0;0
Pyrrosia adnascens,H,1;0;0
Pyrrosia confluens,H,1;0;0
Pyrrosia eleagnifolia,H,1;0;0
Pyrrosia lanceolata,H,1;0;0
Pyrrosia longifolia,H,1;0;0
Pyrrosia nummularifolia,H,2;0;0
Pyrrosia piloselloides,H,1;0;0
Pyrrosia rhodesiana,H,1;0;0
Pyrrosia rupestris,H,1;0;0
Pyrrosia schimperiana,H,1;0;0
Pyrrosia serpens,H,2;0;0
Pyrrosia stolzii,H,1;0;0
Pyrularia pubera,W,0;0;1
Pyrus amygdaliformis,W,0;0;2
Pyrus arbutifolia,W,0;0;1
Pyrus aria,W,0;0;1
Pyrus aucuparia,W,0;0;2
Pyrus betulifolia,W,0;0;10
Pyrus bourgaeana,W,0;0;10
Pyrus calleryana,W,0;0;4
Pyrus communis,W,0;0;8
Pyrus coronaria,W,0;0;1
Pyrus fauriei,W,0;0;1
Pyrus japonica,W,0;0;1
Pyrus malus,W,0;0;1
Pyrus melanocarpa,W,0;0;2
Pyrus pashia,W,0;0;1
Pyrus pyraster,W,0;0;7
Pyrus pyrifolia,W,0;0;4
Pyrus serrulata,W,0;0;1
Pyrus sinensis,W,0;0;1
Pyrus syriaca,W,0;0;1
Pyrus ussuriensis,W,0;0;1
Pyrus xerophila,W,0;0;1
Pyxidanthera barbulata,H,1;0;0
Qualea acuminata,W,0;0;3
Qualea albiflora,W,0;0;2
Qualea brevipedicellata,W,0;0;2
Qualea cassiquiarensis,W,0;0;1
Qualea coerulea,W,0;0;3
Qualea cordata,W,0;0;1
Qualea dichotoma,W,0;0;3
Qualea dinizii,W,0;0;5
Qualea gracilior,W,0;0;1
Qualea grandiflora,W,0;0;5
Qualea homosepala,W,0;0;3
Qualea impexa,W,0;0;2
Qualea lancifolia,W,0;0;1
Qualea megalocarpa,W,0;0;1
Qualea mori-boomii,W,0;0;1
Qualea moriboomii,W,0;0;1
Qualea multiflora,W,0;0;2
Qualea paraensis,W,0;0;13
Qualea parviflora,W,0;0;31
Qualea rosea,W,0;0;6
Qualea tessmannii,W,0;0;2
Qualea tricolor,W,0;0;1
Quaqua mammillaris,H,1;0;0
Quararibea amazonica,W,0;0;2
Quararibea asterolepis,W,0;0;8
Quararibea bicolor,W,0;0;3
Quararibea bracteolosa,W,0;0;2
Quararibea costaricensis,W,0;0;1
Quararibea funebris,W,0;0;4
Quararibea gomeziana,W,0;0;1
Quararibea guatemalteca,W,0;0;2
Quararibea guianensis,W,0;0;3
Quararibea muricata,W,0;0;2
Quararibea ochrocalyx,W,0;0;2
Quararibea parvifolia,W,0;0;2
Quararibea pterocalyx,W,0;0;2
Quararibea pumila,W,0;0;2
Quararibea turbinata,W,0;0;1
Quararibea wittii,W,0;0;4
Quararibea yunckeri,W,0;0;5
Quassia africana,W,0;0;2
Quassia amara,W,0;0;6
Quassia baileyana,W,0;0;3
Quassia borneensis,W,0;0;1
Quassia cedron,W,0;0;1
Quassia indica,W,0;0;2
Quassia nardi,W,0;0;1
Quassia undulata,W,0;0;2
Queenslandiella hyalina,H,3;0;0
Quercus abendanonii,W,0;0;1
Quercus acuta,W,0;0;11
Quercus acutissima,W,0;0;18
Quercus affinis,W,0;0;1
Quercus agrifolia,W,0;0;22
Quercus alba,W,0;0;71
Quercus albocincta,W,0;0;1
Quercus aliena,W,0;0;8
Quercus alnifolia,W,0;0;1
Quercus amamiana,W,0;0;1
Quercus aquifolioides,W,0;0;2
Quercus argentata,W,0;0;2
Quercus arizonica,W,0;0;1
Quercus arkansana,W,0;0;1
Quercus austrina,W,0;0;5
Quercus bambusifolia,W,0;0;2
Quercus beadlei,W,0;0;1
Quercus bebbiana,W,0;0;1
Quercus berberidifolia,W,0;0;2
Quercus bicolor,W,0;0;5
Quercus blakei,W,0;0;3
Quercus blumeana,W,0;0;1
Quercus boissieri,W,0;0;1
Quercus borealis,W,0;0;4
Quercus brachyclada,W,0;0;1
Quercus breviloba,W,0;0;1
Quercus buckleyi,W,0;0;1
Quercus calliprinos,W,0;0;3
Quercus calvescens,W,0;0;1
Quercus canariensis,W,0;0;4
Quercus candicans,W,0;0;1
Quercus castanea,W,0;0;1
Quercus cerris,W,0;0;23
Quercus championii,W,0;0;1
Quercus chapmanii,W,0;0;6
Quercus chenii,W,0;0;3
Quercus chevalieri,W,0;0;1
Quercus chihuahuensis,W,0;0;1
Quercus chrysolepis,W,0;0;5
Quercus chungii,W,0;0;1
Quercus cinerea,W,0;0;1
Quercus coccifera,W,0;0;43
Quercus cocciferoides,W,0;0;1
Quercus coccinea,W,0;0;35
Quercus congesta,W,0;0;1
Quercus copeyensis,W,0;0;10
Quercus cornelius-mulleri,W,0;0;1
Quercus corrugata,W,0;0;1
Quercus costaricensis,W,0;0;12
Quercus crassinervia,W,0;0;1
Quercus crassipes,W,0;0;1
Quercus crispula,W,0;0;1
Quercus curtisii,W,0;0;1
Quercus dalechampii,W,0;0;1
Quercus daphnoidea,W,0;0;1
Quercus dealbata,W,0;0;1
Quercus delavayi,W,0;0;2
Quercus dentata,W,0;0;3
Quercus dilatata,W,0;0;1
Quercus douglasii,W,0;0;18
Quercus dumosa,W,0;0;6
Quercus dunnii,W,0;0;1
Quercus durata,W,0;0;7
Quercus durifolia,W,0;0;1
Quercus edithae,W,0;0;1
Quercus ellipsoidalis,W,0;0;21
Quercus emoryi,W,0;0;1
Quercus engelmannii,W,0;0;2
Quercus engleriana,W,0;0;1
Quercus eugeniifolia,W,0;0;2
Quercus fabri,W,0;0;28
Quercus faginea,W,0;0;19
Quercus falcata,W,0;0;13
Quercus fenestrata,W,0;0;1
Quercus fleuryi,W,0;0;4
Quercus floribunda,W,0;0;3
Quercus frainetto,W,0;0;2
Quercus fruticosa,W,0;0;1
Quercus gambelii,W,0;0;11
Quercus garryana,W,0;0;9
Quercus gemelliflora,W,0;0;3
Quercus geminata,W,0;0;7
Quercus georgiana,W,0;0;1
Quercus germana,W,0;0;1
Quercus gilva,W,0;0;4
Quercus glandulifera,W,0;0;4
Quercus glauca,W,0;0;11
Quercus glaucoides,W,0;0;2
Quercus graciliformis,W,0;0;1
Quercus gracilis,W,0;0;1
Quercus gravesii,W,0;0;1
Quercus griffithii,W,0;0;1
Quercus group,W,0;0;1
Quercus haas,W,0;0;1
Quercus hartwissiana,W,0;0;1
Quercus havardii,W,0;0;1
Quercus helferiana,W,0;0;2
Quercus hemisphaerica,W,0;0;12
Quercus hondae,W,0;0;1
Quercus hui,W,0;0;1
Quercus humboldtii,W,0;0;1
Quercus humilis,W,0;0;4
Quercus ilex,W,0;0;96
Quercus ilicifolia,W,0;0;3
Quercus imbricaria,W,0;0;3
Quercus incana,W,0;0;6
Quercus infectoria,W,0;0;1
Quercus inopina,W,0;0;1
Quercus ithaburensis,W,0;0;1
Quercus john-tuckeri,W,0;0;1
Quercus kelloggii,W,0;0;11
Quercus lacinifolia,W,0;0;1
Quercus laevis,W,0;0;13
Quercus lamellosa,W,0;0;2
Quercus lanata,W,0;0;1
Quercus langbianensis,W,0;0;1
Quercus lanuginosa,W,0;0;1
Quercus laurifolia,W,0;0;15
Quercus laurina,W,0;0;1
Quercus leucotrichophora,W,0;0;8
Quercus liaotungensis,W,0;0;7
Quercus libani,W,0;0;1
Quercus lineata,W,0;0;3
Quercus lobata,W,0;0;13
Quercus lusitanica,W,0;0;9
Quercus lyrata,W,0;0;5
Quercus macranthera,W,0;0;1
Quercus macrocarpa,W,0;0;33
Quercus maingayi,W,0;0;1
Quercus margarettiae,W,0;0;4
Quercus martinezii,W,0;0;1
Quercus mas,W,0;0;1
Quercus mcvaughii,W,0;0;1
Quercus michauxii,W,0;0;18
Quercus minima,W,0;0;5
Quercus miquihuanensis,W,0;0;1
Quercus miyagii,W,0;0;2
Quercus mohriana,W,0;0;1
Quercus mongolica,W,0;0;20
Quercus montana,W,0;0;1
Quercus morii,W,0;0;1
Quercus muehlenbergii,W,0;0;4
Quercus multinervis,W,0;0;3
Quercus myrsinifolia,W,0;0;9
Quercus myrtifolia,W,0;0;5
Quercus nigra,W,0;0;23
Quercus nubium,W,0;0;1
Quercus nuttallii,W,0;0;4
Quercus oidocarpa,W,0;0;2
Quercus oleoides,W,0;0;5
Quercus oxyodon,W,0;0;1
Quercus pachyloma,W,0;0;1
Quercus pallida,W,0;0;1
Quercus palmeri,W,0;0;1
Quercus palustris,W,0;0;9
Quercus parvula,W,0;0;3
Quercus patelliformis,W,0;0;3
Quercus pauciloba,W,0;0;1
Quercus paxtalensis,W,0;0;1
Quercus pedunculata,W,0;0;1
Quercus perpallida,W,0;0;1
Quercus petraea,W,0;0;52
Quercus phellos,W,0;0;8
Quercus phillyreoides,W,0;0;4
Quercus platycarpa,W,0;0;1
Quercus poculiformis,W,0;0;1
Quercus polycarpa,W,0;0;1
Quercus pontica,W,0;0;1
Quercus prinoides,W,0;0;1
Quercus prinus,W,0;0;49
Quercus pubescens,W,0;0;27
Quercus pumila,W,0;0;5
Quercus pungens,W,0;0;1
Quercus pyrenaica,W,0;0;21
Quercus rapurahuensis,W,0;0;1
Quercus reflexa,W,0;0;1
Quercus robur,W,0;0;263
Quercus rosacea,W,0;0;1
Quercus rotundifolia,W,0;0;16
Quercus rubra,W,0;0;119
Quercus rugosa,W,0;0;1
Quercus runcinata,W,0;0;1
Quercus rysophylla,W,0;0;2
Quercus sadleriana,W,0;0;1
Quercus salicifolia,W,0;0;7
Quercus salicina,W,0;0;6
Quercus sartorii,W,0;0;1
Quercus scytophylla,W,0;0;1
Quercus sebifera,W,0;0;1
Quercus seemannii,W,0;0;1
Quercus semecarpifolia,W,0;0;4
Quercus semiserrata,W,0;0;3
Quercus serrata,W,0;0;4
Quercus sessilifolia,W,0;0;2
Quercus shumardii,W,0;0;6
Quercus sicula,W,0;0;1
Quercus sideroxyla,W,0;0;1
Quercus sinuata,W,0;0;1
Quercus spicata,W,0;0;2
Quercus stellata,W,0;0;10
Quercus stewardii,W,0;0;1
Quercus suber,W,0;0;38
Quercus subsericea,W,0;0;1
Quercus subspathulata,W,0;0;1
Quercus sumatrana,W,0;0;1
Quercus sundaica,W,0;0;2
Quercus tarokoensis,W,0;0;4
Quercus texana,W,0;0;1
Quercus tomentella,W,0;0;2
Quercus toumeyi,W,0;0;1
Quercus trojana,W,0;0;1
Quercus tuberculata,W,0;0;1
Quercus turbinella,W,0;0;10
Quercus uxoris,W,0;0;1
Quercus vaccinifolia,W,0;0;1
Quercus vacciniifolia,W,0;0;1
Quercus valdinervosa,W,0;0;1
Quercus variabilis,W,0;0;7
Quercus velutina,W,0;0;26
Quercus vestita,W,0;0;1
Quercus vilniea,W,0;0;1
Quercus viminea,W,0;0;1
Quercus virginiana,W,0;0;17
Quercus warburgii,W,0;0;1
Quercus wislizeni,W,0;0;4
Quercus xalapensis,W,0;0;6
Quercus zyzzphantis,W,0;0;1
Quesnelia edmundoi,H,1;0;0
Quesnelia lateralis,H,1;0;0
Quesnelia liboniana,H,1;0;0
Quiabentia verticillata,W,0;0;1
Quiabentia zehntneri,W,0;0;1
Quiina albiflora,W,0;0;1
Quiina amazonica,W,0;0;1
Quiina florida,W,0;0;3
Quiina guianensis,W,0;0;2
Quiina indigofera,W,0;0;1
Quiina macrophylla,W,0;0;4
Quiina nitens,W,0;0;1
Quiina obovata,W,0;0;1
Quiina paraensis,W,0;0;1
Quiina peruviana,W,0;0;2
Quiina pteridophylla,W,0;0;1
Quillaja brasiliensis,W,0;0;2
Quillaja saponaria,W,0;0;6
Quinqueremulus linearis,H,1;0;0
Quintinia acutifolia,W,0;0;14
Quintinia altigena,W,0;0;1
Quintinia fawkneri,W,0;0;1
Quintinia lanceolata,W,0;0;1
Quintinia ledermannii,W,0;0;1
Quintinia macrophylla,W,0;0;1
Quintinia quatrefagesii,W,0;0;1
Quintinia resinosa,W,0;0;1
Quintinia serrata,W,0;0;2
Quintinia sieberi,W,0;0;9
Quintinia verdonii,W,0;0;6
Quisqualis caudata,W,0;0;1
Quisqualis indica,W,0;0;5
Quisqualis littorea,W,0;0;1
Quisqueya ekmanii,H,1;0;0
Quivisianthe papinae,W,0;0;2
Rabdosia amethystoides,H,1;0;0
Racinaea elegans,H,1;0;0
Racinaea fraseri,H,1;0;0
Racinaea ropalocarpa,H,1;0;0
Racinaea seemannii,H,1;0;0
Racinaea spiculosa,H,1;0;0
Racosperma rostelliferum,W,0;0;1
Raddia brasiliensis,H,1;0;0
Raddia distichophylla,H,1;0;0
Radermachera corymbosa,W,0;0;1
Radermachera elegans,W,0;0;1
Radermachera frondosa,W,0;0;1
Radermachera gigantea,W,0;0;2
Radermachera glandulosa,W,0;0;2
Radermachera pinnata,W,0;0;1
Radermachera sinica,W,0;0;4
Radinosiphon cameronii,H,1;0;0
Radinosiphon holostachya,H,1;0;0
Radinosiphon leptostachya,H,1;0;0
Radinosiphon lomatensis,H,1;0;0
Radiovittaria gardneriana,H,1;0;0
Radiovittaria latifolia,H,1;0;0
Radiovittaria minima,H,1;0;0
Radiovittaria moritziana,H,1;0;0
Radiovittaria remota,H,1;0;0
Radiovittaria ruiziana,H,1;0;0
Radiovittaria stipitata,H,1;0;0
Radiovittaria vittarioides,H,1;0;0
Radyera farragei,W,0;0;4
Rafnia perfoliata,variable,0;1;0
Raillardella argentea,H,1;0;0
Raimondia quinduensis,W,0;0;1
Rajania cordata,H,1;0;0
Ramatuela argentea,W,0;0;1
Ramatuela virens,W,0;0;1
Ramischia secunda,H,4;0;0
Ramisia brasiliensis,W,0;0;2
Ramonda myconi,H,1;0;0
Ramosmania rodriguesii,W,0;0;1
Ranalisma humile,H,1;0;0
Ranalisma rostrata,H,1;0;0
Randia aculeata,W,0;0;5
Randia acuminata,W,0;0;1
Randia anisophylla,W,0;0;1
Randia armata,W,0;0;12
Randia benthamiana,W,0;0;1
Randia capitata,W,0;0;1
Randia cochinchinensis,W,0;0;2
Randia congolana,W,0;0;1
Randia decemcostata,W,0;0;1
Randia exaltata,W,0;0;2
Randia fitzalani,W,0;0;1
Randia formosa,W,0;0;2
Randia genipoides,W,0;0;2
Randia grandifolia,W,0;0;2
Randia hebecarpa,W,0;0;1
Randia henryi,W,0;0;1
Randia hidalgensis,W,0;0;1
Randia laevigata,W,0;0;1
Randia moorei,W,0;0;4
Randia nelsonii,W,0;0;1
Randia oppositifolia,W,0;0;1
Randia pterocarpa,W,0;0;3
Randia racemosa,W,0;0;1
Randia retroflexa,W,0;0;1
Randia ruiziana,W,0;0;1
Randia schumanniana,W,0;0;1
Randia scortechinii,W,0;0;1
Randia spinosa,W,0;0;1
Randia tetracantha,W,0;0;1
Randia thurberi,W,0;0;3
Randia truncata,W,0;0;1
Randia xalapensis,W,0;0;2
Randonia africans,H,1;0;0
Randonia somalensis,H,1;0;0
Randonia spartioides,H,1;0;0
Rangaeris amaniensis,H,1;0;0
Rangaeris muscicola,H,1;0;0
Ranunculus abortivus,H,3;0;0
Ranunculus abstrusus,H,1;0;0
Ranunculus acaulis,H,1;0;0
Ranunculus acer,H,1;0;0
Ranunculus acetosellifolius,H,1;0;0
Ranunculus aconitifolius,H,1;0;0
Ranunculus acris,H,18;0;0
Ranunculus aduncus,H,2;0;0
Ranunculus aemulans,H,1;0;0
Ranunculus affinis,H,1;0;0
Ranunculus allegheniensis,H,1;0;0
Ranunculus alnetorum,H,1;0;0
Ranunculus alpestris,H,1;0;0
Ranunculus alsaticus,H,1;0;0
Ranunculus altaicus,H,1;0;0
Ranunculus ambigens,H,1;0;0
Ranunculus amplexicaulis,H,1;0;0
Ranunculus andersonii,H,1;0;0
Ranunculus apenninus,H,1;0;0
Ranunculus apiifolius,H,1;0;0
Ranunculus arcticus,H,1;0;0
Ranunculus argoviensis,H,1;0;0
Ranunculus arvensis,H,2;0;0
Ranunculus auricomus,H,1;0;0
Ranunculus baldshuanicus,H,1;0;0
Ranunculus basilobatus,H,1;0;0
Ranunculus basitruncatus,H,1;0;0
Ranunculus baudotii,H,1;0;0
Ranunculus bayerae,H,1;0;0
Ranunculus biformis,H,1;0;0
Ranunculus bilobus,H,1;0;0
Ranunculus binatus,H,1;0;0
Ranunculus biternatus,H,3;0;0
Ranunculus blumei,H,1;0;0
Ranunculus borchers-kolbiae,H,1;0;0
Ranunculus brevifolius,H,1;0;0
Ranunculus brevis,H,1;0;0
Ranunculus breyninus,H,1;0;0
Ranunculus brotherusii,H,1;0;0
Ranunculus bulbosus,H,7;0;0
Ranunculus bullatus,H,2;0;0
Ranunculus cantoniensis,H,1;0;0
Ranunculus cappadocicus,H,1;0;0
Ranunculus cardiophyllus,H,1;0;0
Ranunculus carinthiacus,H,1;0;0
Ranunculus carpaticola,H,1;0;0
Ranunculus carpaticus,H,1;0;0
Ranunculus carsei,H,1;0;0
Ranunculus cassubicifolius,H,2;0;0
Ranunculus cassubicus,H,2;0;0
Ranunculus caucasicus,H,1;0;0
Ranunculus chamissonis,H,1;0;0
Ranunculus cheesemannii,H,1;0;0
Ranunculus chilensis,H,1;0;0
Ranunculus chius,H,2;0;0
Ranunculus cicutarius,H,1;0;0
Ranunculus circinatus,H,1;0;0
Ranunculus collinus,H,1;0;0
Ranunculus constans,H,1;0;0
Ranunculus cortusifolius,H,2;0;0
Ranunculus crenatus,H,1;0;0
Ranunculus creticus,H,1;0;0
Ranunculus cupreus,H,1;0;0
Ranunculus dactylophyllus,H,1;0;0
Ranunculus danubius,H,1;0;0
Ranunculus decurvus,H,1;0;0
Ranunculus demissus,H,1;0;0
Ranunculus diminutus,H,1;0;0
Ranunculus dissectifolius,H,1;0;0
Ranunculus doerrii,H,1;0;0
Ranunculus enysii,H,1;0;0
Ranunculus fascicularis,H,1;0;0
Ranunculus ficaria,H,8;0;0
Ranunculus flabellaris,H,1;0;0
Ranunculus flammula,H,5;0;0
Ranunculus fluitans,H,1;0;0
Ranunculus foliosus,H,1;0;0
Ranunculus garganicus,H,1;0;0
Ranunculus gelidus,H,1;0;0
